事業所番号,事業所名称,事業所電話番号,事業所FAX番号,事業所郵便番号,事業所所在地,法人名称,主たる対象者：重症心身障がい児,指定日,主たる事業所名,共生型指定,Unnamed: 11,Unnamed: 12,Unnamed: 13
2755920267,虹の家御崎,06-6685-1600,06-6626-4501,559-0013,大阪府大阪市住之江区御崎八丁目６番１４号　 ,社会医療法人　三宝会,,2019/05/01,,,,,
2755920275,まんてん住之江御崎教室,06-6681-1100,06-6681-1133,559-0013,大阪府大阪市住之江区御崎六丁目６番２４号　サンシャイン中野１Ｆ,株式会社まんてんケアサービス,,2019/08/01,,,,,
2755920341,まんてん住之江御崎第２教室,06-6682-5000,06-6682-5100,559-0013,大阪府大阪市住之江区御崎六丁目１番３号　タカラビル６階　２号室,株式会社まんてんケアサービス,,2021/03/01,,,,,
2755920291,Ｌａ・Ｐｕｕｌｅ　住之江,06-6115-1080,06-6115-1081,559-0013,大阪府大阪市住之江区御崎五丁目１４番１１号　クレセントマンション２０１,合同会社育愛,,2020/01/01,,,,,
2755920432,児童発達支援・放課後等デイサービス　スポーツ学習ひろば　わか　御崎,06-6657-6369,06-6657-6939,559-0013,大阪府大阪市住之江区御崎二丁目５番１号　本田ビル２階,わか株式会社,,2023/05/01,,,,,
2755920366,ステップ御崎,06-6657-6280,06-6657-6281,559-0013,大阪府大阪市住之江区御崎八丁目１番１２号　青松ビル１階,特定非営利活動法人トロワ・アルブル,,2021/05/01,,,,,
2755920044,ひかり,06-6684-2000,06-6684-2700,559-0014,大阪府大阪市住之江区北島二丁目８番１０号　ロイヤル北島１階,社会福祉法人　いわき学園,,2012/07/01,,,,,
2755920283,み・らいずプレイス　すみのえ,050-5357-8565, ,559-0015,大阪府大阪市住之江区南加賀屋四丁目４番１９号　 ,特定非営利活動法人み・らいず２,,2019/09/01,,,,,
2755920226,パレット南加賀屋,06-6681-7002,06-6681-7006,559-0015,大阪府大阪市住之江区南加賀屋四丁目８番２２号　 ,特定非営利活動法人トロワ・アルブル,,2018/04/01,,,,,
2755920317,愛和プラス,06-6657-4800,06-6624-9930,559-0016,大阪府大阪市住之江区西加賀屋一丁目１番４４号　 ,社会福祉法人愛和,,2020/11/01,,,,,
2755920077,児童デイサービス　さくらいろ　中加賀屋,06-4703-3877,06-4703-3878,559-0017,大阪府大阪市住之江区中加賀屋三丁目１２番２０号　 ,株式会社ＳＡＫＵＲＡ,,2013/11/01,,,,,
2755920416,運動療育型児童デイ　メイト,06-6681-1020,06-6681-1020,559-0017,大阪府大阪市住之江区中加賀屋三丁目１番２２号　朝日ビル１０１号,有限会社ＳＫ,,2023/01/01,,,,,
2755920309,グッドサポート,06-7171-5172,06-7171-4534,559-0017,大阪府大阪市住之江区中加賀屋三丁目１１番２３号　 ,株式会社ジョインハーツ,,2020/04/01,,,,,
2755920143,いんくるーじょん,06-6683-5001,06-6683-5005,559-0017,大阪府大阪市住之江区中加賀屋三丁目１２番１５号　第２ランスロットハイツ　１Ｆ北西店舗,株式会社Ｅｔｅｒｎａｌ　Ｓｍｉｌｅ,,2015/12/01,,,,,
2755920101,児童デイサービス　はれるや,06-7162-2316,06-7164-7734,559-0024,大阪府大阪市住之江区新北島二丁目２番２９号１１０　 ,合同会社ＬＩＦＥ　ｃｒｅａｔｅ,,2015/03/01,,,,,
2755920135,まんてん,06-6683-8000,06-6683-2200,559-0024,大阪府大阪市住之江区新北島五丁目３番１６号　フォレストインサイドⅡ　１階,株式会社まんてんケアサービス,,2015/11/01,,,,,
2755920184,まんてん住之江新北島第二教室,06-6683-1100,06-6683-2400,559-0024,大阪府大阪市住之江区新北島五丁目３番１６号　東北商店ビル３Ｆ,株式会社まんてんケアサービス,,2016/12/01,,,,,
2755920234,個別療育センター　結いの虹　住之江教室,06-6115-6591,06-6115-6592,559-0024,大阪府大阪市住之江区新北島一丁目２番１　オスカードリーム１階,合同会社ファイブエス,,2018/05/01,,,,,
2755920168,ときスクール,06-4703-2525,06-4703-1414,559-0033,大阪府大阪市住之江区南港中三丁目９番２７号　サンコーポラス南港２７号棟１０８号室,一般社団法人発達支援センターここ,,2016/04/01,,,,,
2755920374,ファーストクラスしらなみ校,06-6115-8256,06-6625-8066,559-0033,大阪府大阪市住之江区南港中三丁目３番　ＵＲ南港しらなみ団地３３号棟１０１号室,株式会社フルスイングリージェンシー,,2021/06/01,,,,,
2755920499,ファーストクラスポートタウン校,06-6654-7344, ,559-0033,大阪府大阪市住之江区南港中二丁目１番　１０９号,株式会社フルスイングリージェンシー,,2024/08/01,,,,,
2752020160,運動療育型児童デイ　ぽぷらの樹　住吉,06-6694-0590,06-6694-0591,558-0002,大阪府大阪市住吉区長居西三丁目４番２２号　１０３号,有限会社ＳＫ,,2016/04/01,,,,,
2752020152,じらふ長居,06-6655-0141,06-6655-0142,558-0003,大阪府大阪市住吉区長居二丁目４番１号　 ,社会福祉法人　ライフサポート協会,,2019/12/01,,,,,
2752020053,ホッグ,06-4980-5267,06-7162-5568,558-0003,大阪府大阪市住吉区長居二丁目１１番１８号　 ,株式会社ホッグ,,2012/09/01,,,,,
2752020459,ハッピーライフみなみおおさか,06-6606-8753,06-6606-8763,558-0003,大阪府大阪市住吉区長居二丁目９番１５号　シャトー皆美１階,ハッピーライフ株式会社,,2021/03/01,,,,,
2752020541,Ｈｕａｌｉ　Ｋｉｄｓ,06-6615-8666,06-6615-8667,558-0003,大阪府大阪市住吉区長居二丁目１２番６号　プランドール１階,株式会社フアリ,,2021/12/01,,,,,
2752020582,ＹＣＣもこもこ長居教室,06-6955-5596,06-6955-5597,558-0004,大阪府大阪市住吉区長居東四丁目１０番３号　２階,株式会社Ｏｎｅ　Ｖｉｓｉｏｎ,,2022/04/01,,,,,
2752020285,敬愛児童デイサービス長居,06-7171-6277,06-7171-9021,558-0004,大阪府大阪市住吉区長居東三丁目１番１７号　アネックス津和弐番館２０３号,株式会社橋善,〇,2018/10/01,,,,,
2752020327,あ～すり～と,06-6626-4966,06-6626-4967,558-0004,大阪府大阪市住吉区長居東二丁目１番２６号　カサグランデ華陽１階,合同会社Ｇｏｌｌｉｒａｂ,,2019/09/01,,,,,
2752020079,ひかり住吉,06-6695-3030,06-6695-3050,558-0004,大阪府大阪市住吉区長居東三丁目１４番８号　コーポラス長居東１階,社会福祉法人　いわき学園,,2013/04/01,,,,,
2752020475,ＳｔａｉｒＹｏｕｔｈ　Ｔｓｕｋｕｓｈｉ,06-6625-8551,06-6625-8554,558-0011,大阪府大阪市住吉区苅田七丁目１２番１９号　北野マンション東館２１４Ａ号室,社会福祉法人あさか会,,2021/04/01,,,,,
2752020806,キラリ・絆,06-7175-3999,06-7175-3999,558-0011,大阪府大阪市住吉区苅田七丁目１２番１９号　北野マンション（東館）２１４Ｂ,社会福祉法人晴朗会,,2024/10/01,,,,,
2752020350,シャイン児童デイサービス,06-4703-3486,06-4703-3487,558-0011,大阪府大阪市住吉区苅田九丁目１４番７号　２１コートマルナカ３０２,株式会社常照,,2020/01/01,,,,,
2752020558,児童発達支援　放課後等デイサービス　つなぐ,06-7410-5660,06-7410-5660,558-0011,大阪府大阪市住吉区苅田十丁目８番２７－３号　 ,株式会社ＰＯＮＤＵＰ,〇,2022/01/01,,,,,
2752020665,ＬＩＴＡＬＩＣＯジュニアあびこ教室,06-6690-5026,06-6690-5028,558-0013,大阪府大阪市住吉区我孫子東二丁目６番２９号　サンシャイン寿３０３号,株式会社ＬＩＴＡＬＩＣＯパートナーズ,,2023/08/01,,,,,
2752020236,個別療育センター結いの虹長居教室,06-6105-1203,06-6105-1204,558-0013,大阪府大阪市住吉区我孫子東一丁目１番５号　サンシャイン我孫子２Ｆ,合同会社ファイブエス,,2017/09/01,,,,,
2752020137,Ｓｍｉｌｅ　Ｌｉｎｋ　あびこ,06-6615-9946,06-6615-9946,558-0014,大阪府大阪市住吉区我孫子三丁目５番１７号　ふぁみ～ゆアビコⅤ２０３号,一般社団法人ＯＮＥ　ＬＩＮＫ,,2015/07/01,,,,,
2752020467,スタートアップあびこ,06-6605-1155,06-6605-1175,558-0014,大阪府大阪市住吉区我孫子三丁目９番１１号　 ,株式会社アスリートワン,,2021/03/01,,,,,
2752020707,スタートアップあびこ　きた,06-6693-5550,06-6693-5560,558-0014,大阪府大阪市住吉区我孫子三丁目１番８号　メゾン新井１Ｆ,株式会社アスリートワン,,2024/03/01,,,,,
2752020624,親子スペース　むう,06-6609-2300,06-6609-2301,558-0014,大阪府大阪市住吉区我孫子三丁目８番１９号　エクセレッテアビコ１階,株式会社ホトポス,,2022/06/01,,,,,
2752020780,児童発達支援・放課後等デイサービス　ねいろ　あびこルーム,06-6606-8460,06-6606-8470,558-0015,大阪府大阪市住吉区我孫子西二丁目４番２１号　ゼクス我孫子１０２号室,ねいろ株式会社,,2024/08/01,,,,,
2752020020,浅香障がい者会館,06-6608-1251,06-6608-1252,558-0021,大阪府大阪市住吉区浅香一丁目６番２６号　 ,社会福祉法人あさか会,,2012/04/01,,,,,
2752020046,つくし浅香,06-6699-0909,06-6699-0909,558-0021,大阪府大阪市住吉区浅香一丁目６番２８号　 ,社会福祉法人あさか会,,2012/04/01,,,,,
2752020087,アンシャンテ,06-6115-8003,06-6115-8003,558-0023,大阪府大阪市住吉区山之内四丁目１６番２０号　ルミナス２１山之内１階,合同会社アンシャンテ,,2014/01/01,,,,,
2752020681,放課後等デイサービス　ウィズ・ユーあびこ,06-6606-8772,06-6606-8773,558-0023,大阪府大阪市住吉区山之内二丁目５番２１号　 ,株式会社三協衛生,,2023/10/01,,,,,
2752020699,児童クラブ　こころらぼ,06-6657-7168,06-6657-7168,558-0023,大阪府大阪市住吉区山之内一丁目４番１２号　 ,株式会社こころらぼ,,2024/02/01,,,,,
2752020632,児童発達支援・放課後等デイサービス　Ｃｉｅｌ,06-6690-7171,06-4703-3416,558-0031,大阪府大阪市住吉区沢之町一丁目１番２６号　和光ハイツ１階,合同会社Ｔｒｉａｎｇｌｅ,,2022/10/01,,,,,
2752020442,運動療育型児童デイぽぷらの樹遠里小野,06-6691-2556,06-6691-2557,558-0032,大阪府大阪市住吉区遠里小野五丁目３番３３号　榎並ビル１Ｆ,有限会社ＳＫ,,2021/03/01,,,,,
2752020145,アンシャンテ２,06-7182-9982,06-6115-8011,558-0032,大阪府大阪市住吉区遠里小野二丁目１番２７号　クレインズコート１Ｆ,合同会社アンシャンテ,,2016/03/01,,,,,
2752020723,あていん　きっず,06-6654-8688,06-6654-8777,558-0032,大阪府大阪市住吉区遠里小野一丁目７番１９号　ソフィアビル３Ｆ,株式会社ＡＪ,,2024/04/01,,,,,
2752020491,児童発達支援・放課後等デイサービス　ＡＹＵＭＯおりおの,06-6606-8957,06-6606-8958,558-0032,大阪府大阪市住吉区遠里小野一丁目３番２２号　サンデンフラッツ１０６号,株式会社Ｓｕｎ－ｙｏｕ,,2021/04/01,,,,,
2752020731,４Ｘ４＝１６はかせＳ,06-4701-4416,06-4701-4418,558-0033,大阪府大阪市住吉区清水丘二丁目３番３号　１階,合同会社ＯＮＥ　ＳＴＵＤＹ,,2024/04/01,,,,,
2752020764,リアム清水丘,06-6690-7708,06-6690-7808,558-0033,大阪府大阪市住吉区清水丘三丁目３番５号　 ,株式会社えみらいず,,2024/07/01,,,,,
2752020277,運動療育型児童デイぽぷらの樹南住吉,06-6115-8607,06-6115-8608,558-0041,大阪府大阪市住吉区南住吉三丁目１６番１２号１０３号室　 ,有限会社ＳＫ,,2018/07/01,,,,,
2752020202,はぴネスト,06-6655-0447,06-6655-0448,558-0041,大阪府大阪市住吉区南住吉三丁目１６番３０号　 ,株式会社はぴねすと,,2017/03/01,,,,,
2752020533,４Ｘ４＝１６はかせ,06-6657-4416,06-6657-4400,558-0041,大阪府大阪市住吉区南住吉四丁目１６番２８号　パークサイド大晃　５Ｆ,合同会社ＯＮＥ　ＳＴＵＤＹ,,2021/12/01,,,,,
2752020616,リアム住吉,06-6654-5070,06-6654-5071,558-0041,大阪府大阪市住吉区南住吉二丁目１４番２０号　平成ハイツ壱番館１０３号,株式会社えみらいず,,2022/06/01,,,,,
2752020673,エラマーチきっず,06-6115-8819,06-6115-8936,558-0041,大阪府大阪市住吉区南住吉三丁目１０番３２号　 ,株式会社ｅｌａｍａｒｃｈ,,2023/08/01,,,,,
2752020772,児童発達支援・放課後等デイサービス　はねる,06-6615-9451,06-6615-9452,558-0041,大阪府大阪市住吉区南住吉一丁目２２番１９号　サンライズ住吉１階,合同会社Ｂｏｕｎｃｅ,,2024/07/01,,,,,
2752020509,はなるーむ,06-6673-1582,06-6673-1583,558-0042,大阪府大阪市住吉区殿辻二丁目１番２３号　 ,合同会社ＨａｎａＲｏｏｍ,,2021/07/01,,,,,
2752020178,ココ’ティエ,06-6115-6660,06-6115-6661,558-0043,大阪府大阪市住吉区墨江三丁目１９番１０号　 ,株式会社Ａ’ｚ　ｓｅｒｖｉｃｅ,,2016/04/01,,,,,
2752020434,Ｓｔｕｄｙ,06-7163-6418,06-7163-6418,558-0043,大阪府大阪市住吉区墨江二丁目８番１７号　 ,ｆｉｌ合同会社,,2020/11/01,,,,,
2752020749,放課後等デイサービス・児童発達支援　たけん家,06-6655-0764,06-6655-0764,558-0043,大阪府大阪市住吉区墨江一丁目１１番６号　 ,株式会社葵,,2024/05/01,,,,,
2752020657,児童発達支援・放課後等デイサービス　ＬＯＯＰ,06-7897-8316,06-7164-7215,558-0043,大阪府大阪市住吉区墨江一丁目４番１０号　東洋プラザ住吉１階１０１号室,株式会社ＤＯＵＳＡＮ,〇,2023/02/01,,,,,
2752020038,障がい児者余暇生活支援センターじらふ・じらふ街道,06-6674-9900,06-6672-1656,558-0051,大阪府大阪市住吉区東粉浜三丁目３１番２１号　 ,社会福祉法人　ライフサポート協会,,2012/04/01,,,,,
2752020293,ＤＥＬＩＧＨＴ　ＡＮＤ　帝塚山教室,06-6115-7081,06-6115-7082,558-0051,大阪府大阪市住吉区東粉浜一丁目１番２１号　ユアサハイム帝塚山１１１号,株式会社Ａｎｙ　Ｋｉｄｓ　Ｐｌａｃｅ,,2022/04/01,,,,,
2752020640,児童発達支援・放課後等デイサービス・ねいろ,06-6105-1741,06-6105-1742,558-0053,大阪府大阪市住吉区帝塚山中一丁目４番３５号　 ,ねいろ株式会社,,2023/01/01,,,,,
2752020012,障がい児者余暇生活支援センターじらふ・じらふ住吉,06-6674-9900,06-6672-1656,558-0054,大阪府大阪市住吉区帝塚山東五丁目８番３号　住吉総合福祉センター２階,社会福祉法人　ライフサポート協会,,2012/04/01,,,,,
2752020335,ナーシングデイやすらぎ,06-6655-1517,06-6655-1518,558-0054,大阪府大阪市住吉区帝塚山東五丁目７番１１－１０５号　 ,医療法人ハートフリーやすらぎ,〇,2019/12/01,,,,,
2752020269,わくわくエジソン　すみよし帝塚山教室,06-6674-0909,06-6674-0919,558-0054,大阪府大阪市住吉区帝塚山東一丁目３番３４号　ＰＬＯＴ帝塚山Ｂ－３,ユウビ・クリエイト　株式会社,,2018/07/01,,,,,
2752020590,児童発達支援・放課後等デイサービス　にーのＬｕｃｅ,06-4703-3858,06-4703-5530,558-0054,大阪府大阪市住吉区帝塚山東三丁目３番９号　 ,合同会社アヴァンティ,,2022/04/01,,,,,
2752020715,児童発達支援放課後等デイサービス　にーの,06-4703-5520,06-4703-5530,558-0054,大阪府大阪市住吉区帝塚山東三丁目３番９号　２Ｆ,株式会社日本発語音楽アカデミー,,2024/03/01,,,,,
2752020756,えがお住吉区店,06-6672-5566,06-6672-5567,558-0054,大阪府大阪市住吉区帝塚山東三丁目９番１０号　植松ビル１階・２階,特定非営利活動法人みらい,,2024/06/01,,,,,
2752020525,Ａｍｉっ子クラブ,06-6673-2077,06-6673-2078,558-0055,大阪府大阪市住吉区万代六丁目１５番６号　 ,合同会社Ａｍｉ,,2021/12/01,,,,,
2752020392,すみよしシュタイナー子どもの家,06-6608-8080, ,558-0056,大阪府大阪市住吉区万代東一丁目４番１１号　 ,一般社団法人くすのきえん,,2020/05/01,,,,,
2752020814,はぴエール,06-6625-8900,06-6625-8901,558-0056,大阪府大阪市住吉区万代東二丁目４番３４号　Ｌハイツ１階,株式会社はぴねすと,,2024/11/01,,,,,
2752020244,元気っ子,06-6115-6066,06-6115-6067,558-0056,大阪府大阪市住吉区万代東四丁目３番２５号　ライオンズマンション住吉万代東１０１号,ＧＫドリーム合同会社,,2018/01/01,,,,,
2750820074,ＩＬＩＳ　ＣＬＵＢ　今林,06-6105-2428,06-6105-2429,546-0001,大阪府大阪市東住吉区今林四丁目１６番１４号　 ,株式会社アイリス,,2012/09/01,,,,,
2750820694,児童発達支援・放課後等デイサービス　はればれ,06-6777-0600,06-6777-0601,546-0002,大阪府大阪市東住吉区杭全七丁目８番３１号　サンハイツ１０５号室,株式会社明里,〇,2023/03/01,,,,,
2750820421,児童デイサービスからふる今川,06-6704-3336,06-6704-3337,546-0003,大阪府大阪市東住吉区今川四丁目４番９号　 ,一般社団法人ＭＴＲサポート,,2019/10/01,,,,,
2750820371,児童発達支援・児童デイサービスＢｒｉｄｇｅ　本店,06-6705-2688,06-6705-2689,546-0003,大阪府大阪市東住吉区今川七丁目４番２３号　 ,合同会社Ｃｒｅａｔｅ　ｕｓ　ｐｌｅａｓａｎｔ　ｌｉｆｅ,,2018/08/01,,,,,
2750820488,放課後等デイサービス　パステル大阪本部,06-6777-9593,06-6777-9619,546-0003,大阪府大阪市東住吉区今川四丁目２１番１５号　エミール今川１階,株式会社Ｒｉｓｅ,,2020/11/01,,,,,
2750820546,といろ,06-7222-9005,06-7222-9005,546-0003,大阪府大阪市東住吉区今川八丁目４番１０－Ａ号　 ,株式会社リスペクトフォアライフ,,2021/12/01,,,,,
2750820611,児童発達支援・放課後等デイサービス　めばえ,06-4303-4246,06-4305-4736,546-0003,大阪府大阪市東住吉区今川四丁目１７番９号　 ,Ｂｌａｚｅ－ＴＬｉｎｅ　Ｍａｒｋｅｔｉｎｇ合同会社,,2022/09/01,,,,,
2750820249,りとる・すて～しょん　かめれおん,06-6702-3711,06-6702-3712,546-0003,大阪府大阪市東住吉区今川四丁目２１番２０号　 ,特定非営利活動法人ＳＭＩＬＥＳＴ,,2017/01/01,,,,,
2750820082,熊の家,06-6760-0415,06-6760-0416,546-0011,大阪府大阪市東住吉区針中野一丁目１番９号　 ,有限会社オンデマンド・ベアーズ,,2012/10/01,,,,,
2750820330,児童デイサービスからふる中野,06-4302-4840,06-4302-4841,546-0012,大阪府大阪市東住吉区中野二丁目１番１号　 ,一般社団法人ＭＴＲサポート,,2017/12/01,,,,,
2750820785,ワンスタット平野,06-6711-9111,06-7635-7972,546-0012,大阪府大阪市東住吉区中野二丁目７番１６号　 ,ワンスタット株式会社,,2024/04/01,,,,,
2750820306,児童デイサービス　アエタＥＬＧ,06-7505-2622,06-7506-4264,546-0013,大阪府大阪市東住吉区湯里二丁目１８番１８－１０１号　朝日プラザグランタワー,合同会社アエタ,〇,2017/07/01,,,,,
2750820470,すたぁりっと　ステップ,06-6777-8431,06-6777-8432,546-0013,大阪府大阪市東住吉区湯里四丁目５番１７号　 ,株式会社シーアイ・パートナーズ,,2020/06/01,,,,,
2750820454,いろえんぴつ,06-4303-5442,06-4303-5443,546-0013,大阪府大阪市東住吉区湯里二丁目７番２号　ハイツＡ．Ｃ１階,株式会社北極星,,2020/04/01,,,,,
2750820777,ひだまりでいず,06-6706-2280,06-6706-2281,546-0013,大阪府大阪市東住吉区湯里六丁目１２番１７号　 ,株式会社ＶＯＩＣＥ．Ｗ,〇,2024/03/01,,,,,
2750820504,こんてぃにゅう,06-6609-3755,06-6609-3755,546-0014,大阪府大阪市東住吉区鷹合一丁目２番１号　ダグラス鷹合１階,株式会社コンティニュー,,2021/02/01,,,,,
2750820413,運動療育型児童デイ　ぽぷらの樹　東住吉,06-6773-9583,06-6773-9584,546-0021,大阪府大阪市東住吉区照ケ丘矢田三丁目２番１号　１Ｆ,有限会社ＳＫ,,2019/07/01,,,,,
2750820363,トミオカコネクト　東住吉教室,06-6796-7571,06-6796-7581,546-0021,大阪府大阪市東住吉区照ケ丘矢田四丁目１４番１３号　 ,株式会社トミオカ,,2018/05/01,,,,,
2750820439,ＣＬＡＮ東住吉,06-6703-0075,06-6703-0076,546-0021,大阪府大阪市東住吉区照ケ丘矢田三丁目７番１号　 ,株式会社ＣＬＡＮ,〇,2020/01/01,,,,,
2750820496,重症心身障がい児デイ　ＴＯＭＯＲＲＯＷ,06-7178-8289,06-7182-4348,546-0021,大阪府大阪市東住吉区照ケ丘矢田四丁目１３番１５号　 ,株式会社ルアナ,〇,2020/12/01,,,,,
2750820264,児童発達支援・放課後等デイサービス幸樹,06-6705-8415,06-6702-8419,546-0022,大阪府大阪市東住吉区住道矢田七丁目１番１５号　 ,株式会社ＭＡＲＩコーポレーション,,2017/03/01,,,,,
2750820173,放課後等デイサービスビービー,06-6703-0084,06-6703-0084,546-0022,大阪府大阪市東住吉区住道矢田七丁目１５番１７号　 ,合同会社ビッグブリッジ,,2015/03/01,,,,,
2750820108,もくれん　ジェニー,06-6690-5288,06-6608-1922,546-0023,大阪府大阪市東住吉区矢田六丁目８番７号　 ,社会福祉法人　ふれあい共生会,,2014/04/01,,,,,
2750820314,もくれん　ジェニー２　（ｔｏｏ）,06-6115-6077,06-6608-1922,546-0023,大阪府大阪市東住吉区矢田三丁目７番６号　ルームハイツ２　１Ｆ,社会福祉法人　ふれあい共生会,,2017/10/01,,,,,
2755820095,キンダーハイム地域支援事業,06-6609-4300,06-6609-7300,546-0023,大阪府大阪市東住吉区矢田六丁目８番２９号　 ,社会福祉法人　今川学園,,2012/04/01,,,,,
2755820244,放課後等デイサービス　アエタ,06-6654-8125,06-6654-8126,546-0023,大阪府大阪市東住吉区矢田一丁目６番１６号　グレース長居公園１階,合同会社アエタ,〇,2015/11/01,,,,,
2750820199,サポートセンター　すたぁりっと,06-7896-0320,06-7896-0326,546-0023,大阪府大阪市東住吉区矢田一丁目２０番４号　シティハイム長居公園通１Ｆ,株式会社シーアイ・パートナーズ,,2016/03/01,,,,,
2750820223,すたぁりっと　ジュニア,06-7896-0317,06-7896-0319,546-0023,大阪府大阪市東住吉区矢田五丁目１２番１８号　 ,株式会社シーアイ・パートナーズ,,2016/07/01,,,,,
2750820280,ホッグ東住吉,06-7894-5678,06-7894-5679,546-0024,大阪府大阪市東住吉区公園南矢田一丁目１番１０号　ヒラクハイツ１０１号,株式会社ホッグ,,2017/05/01,,,,,
2750820462,児童発達支援・放課後等デイサービス　カカんち,06-6699-4119,06-6699-4119,546-0024,大阪府大阪市東住吉区公園南矢田三丁目１３番３０号　 ,特定非営利活動法人はーもにあす,,2020/05/01,,,,,
2750820512,児童デイサービス　からふる　田辺,06-6115-6410,06-6115-6411,546-0031,大阪府大阪市東住吉区田辺六丁目７番１４号　 ,一般社団法人ＭＴＲサポート,,2021/03/01,,,,,
2750820538,ステラ,06-6629-6170,06-6629-6171,546-0031,大阪府大阪市東住吉区田辺二丁目７番２１号　カーサ小林１階,合同会社ＳＴＥＬＬＡ,,2021/10/01,,,,,
2750820660,あすぷれい　田辺校,06-6105-1816,06-6105-1817,546-0031,大阪府大阪市東住吉区田辺六丁目７番３１号　ルミエール田辺１０１号室,あすぷれい株式会社,,2023/01/01,,,,,
2750820751,児童発達支援・放課後等デイサービス　チューリップ,06-6690-7622, ,546-0031,大阪府大阪市東住吉区田辺三丁目２６番９号　エレガンスコーポ南田辺１階,合同会社ｐｕｒｅｏｒａｎｇｅ,,2023/11/01,,,,,
2750820801,ブロッサムジュニア　東住吉教室,06-6626-4536,06-6626-4537,546-0031,大阪府大阪市東住吉区田辺六丁目１１番２５号　ドムール大倉１Ｆ,株式会社エス・クラフト,,2024/07/01,,,,,
2750820017,ちゃんぷる,06-6608-3360,06-6608-3360,546-0032,大阪府大阪市東住吉区東田辺二丁目１６番５号　 ,一般社団法人　まはえ,,2012/04/01,,,,,
2750820678,児童発達支援・放課後等デイサービス　ＦＵＪＩ東田辺,06-4977-3545,06-6607-3378,546-0032,大阪府大阪市東住吉区東田辺二丁目２２番１４号　ウィステリア東田辺１Ｆ,株式会社ミユキホーム,,2023/02/01,,,,,
2750820736,児童発達支援・児童デイサービスＢｒｉｄｇｅ　南田辺,06-6657-4785,06-6657-4786,546-0033,大阪府大阪市東住吉区南田辺一丁目１０番２３ー１０８、１０９号　 ,合同会社Ｃｒｅａｔｅ　ｕｓ　ｐｌｅａｓａｎｔ　ｌｉｆｅ,,2023/06/01,,,,,
2750820587,運動発達支援スタジオ笑みりぃ～東住吉,06-6692-2780,06-6692-2790,546-0033,大阪府大阪市東住吉区南田辺五丁目２８番３６号　 ,株式会社笑,,2022/07/01,,,,,
2750820793,まなび家大阪,06-6657-6654,06-6657-6654,546-0033,大阪府大阪市東住吉区南田辺一丁目７番１６号　 ,株式会社大阪やまと,,2024/04/01,,,,,
2750820603,大阪発達総合療育センター　みらい,06-7501-0282,06-7504-0212,546-0035,大阪府大阪市東住吉区山坂五丁目１２番５号　 ,社会福祉法人　愛徳福祉会,〇,2022/09/01,,,,,
2750820041,児童デイサービスさくらいろ,06-6605-1367,06-6605-1368,546-0035,大阪府大阪市東住吉区山坂四丁目５番２号　 ,株式会社ＳＡＫＵＲＡ,,2012/04/01,,,,,
2750820579,コミュニケーション育成型児童デイぐりーてぃんぐ,06-6628-3667,06-6628-3667,546-0035,大阪府大阪市東住吉区山坂三丁目３番２９号　ヴィラ山阪太平１ＡＢ,有限会社ＳＫ,,2022/07/01,,,,,
2750820355,スパークル・スポーツクラブ,06-6115-8357,06-6115-8356,546-0035,大阪府大阪市東住吉区山坂三丁目５番１５号　 ,合同会社スパークル・スポーツクラブ,,2018/05/01,,,,,
2750820553,児童発達支援・放課後等デイサービス　らいく,06-6622-5151,06-6622-5151,546-0035,大阪府大阪市東住吉区山坂一丁目１５番２３号　リエス山坂１０３号,合同会社Ｇｒｏｗｘ,,2022/01/01,,,,,
2750820744,ウェル,06-6654-6001,06-6654-6021,546-0035,大阪府大阪市東住吉区山坂四丁目５番１５号　 ,ウェル株式会社,,2023/06/01,,,,,
2750820827,運動療育型児童デイ　クライムアップ　桑津教室,06-6713-5352,06-6713-5352,546-0041,大阪府大阪市東住吉区桑津二丁目６番２３号　ジョイホームズ１Ｆ,有限会社ＳＫ,,2024/10/01,,,,,
2750820132,めるへん,06-7162-1708,06-7162-1708,546-0041,大阪府大阪市東住吉区桑津四丁目１番１号　メランジュ天王寺東２Ｆ,株式会社チーム,,2014/04/01,,,,,
2750820645,リアム東住吉,06-4305-4488,06-4305-4487,546-0041,大阪府大阪市東住吉区桑津一丁目３１番１４号　キングスコート桑津１０１号室,株式会社えみらいず,,2022/12/01,,,,,
2750820637,おひさま,06-6713-6070,06-6713-6070,546-0041,大阪府大阪市東住吉区桑津四丁目６番１８号　ハートフルリビングなでしこ桑津,ＮＰＯ法人つなご,,2022/11/01,,,,,
2750820405,プラムステージ,06-6760-7225,06-6760-7226,546-0042,大阪府大阪市東住吉区西今川三丁目１９番１７号１Ｆ　 ,一般社団法人桜心,,2018/11/01,,,,,
2750820686,ＣＡＮ－ＤＡＹ,06-6536-3060,06-6536-3070,546-0042,大阪府大阪市東住吉区西今川四丁目２０番１７号　 ,サクセスサポート株式会社,,2023/03/01,,,,,
2750820561,ｓｅｎｊｕ＋ｐｌｕｓ,06-7893-6069,06-7898-2093,546-0042,大阪府大阪市東住吉区西今川二丁目１１番２号　遠藤マンション１－Ｂ．１－Ｃ,有限会社タニヒロ,,2022/04/01,,,,,
