就労継続支援（Ｂ型）,,,,,,,,,,,,,,,,,
事業所番号,事業所名称,事業所電話番号,事業所FAX番号,事業所郵便番号,事業所所在地,法人名称,主たる対象者：身体,主たる対象者：知的,主たる対象者：精神,主たる対象者：難病,利用定員,多機能の有無,指定日,主たる事業所名,,,
2710803574,就労継続支援Ｂ型事業所わっくわく,06-6777-9596,06-6777-9598,546-0022,大阪市東住吉区住道矢田四丁目７番６号　 ,株式会社トリート,○,○,○,○,20,,2022/06/01,,,,
2710803764,アルズサポート,06-7894-3333,06-7893-3333,546-0022,大阪市東住吉区住道矢田八丁目９番９号　 ,株式会社一希,○,○,○,○,20,,2022/09/01,,,,
2710800984,福祉作業所ステップ,06-6769-5336,06-6769-5336,546-0022,大阪市東住吉区住道矢田五丁目１０番８号　,特定非営利活動法人　ステップ,○,○,○,,19,,2011/04/01,,,,
2710802840,ＨＥＲＯ,06-6115-8553,06-6115-8554,546-0023,大阪市東住吉区矢田二丁目１１番２９号　 ,一般社団法人ＨＥＲＯ,○,○,○,○,20,,2019/12/01,,,,
2710803350,ともいきアート工房,06-7892-2010,06-6701-4129,546-0023,大阪市東住吉区矢田六丁目１４番９号　 ,一般社団法人あゆみ会,○,○,○,○,20,,2021/10/01,,,,
2710802402,スターリットサービス,06-6625-8620,06-6625-8621,546-0023,大阪市東住吉区矢田三丁目９番３号　 ,株式会社シーアイ・パートナーズ,○,○,○,,20,,2018/10/01,,,,
2710803996,クリーンアップ,080-4072-0353,06-6607-3378,546-0023,大阪市東住吉区矢田二丁目１７番７号　藤ビル２階,株式会社ミユキホーム,,○,○,,20,,2023/05/01,,,,
2710801313,ワークステージやた,06-6115-6621,06-6115-6628,546-0023,大阪市東住吉区矢田二丁目１３番１４号　 ,特定非営利活動法人　ワークステージ,○,○,○,○,14,○,2012/10/01,,,,
2710803590,就労継続支援Ｂ型　珠手箱,06-6654-9061,06-6654-9062,546-0032,大阪市東住吉区東田辺三丁目２５番２６号　 ,一般社団法人ｓｏｗａｋａ,○,○,○,,20,,2022/07/01,,,,
2710802626,ふくろう,06-6616-7056,06-6616-7083,546-0032,大阪市東住吉区東田辺三丁目２５番２０号　大市コーポ１０２・１０３号,株式会社Ｔ’Ｓコーポレーション,○,○,○,○,20,,2019/06/01,,,,
2710803525,ホイミ堂針中野店,06-6626-4026,06-6626-4027,546-0032,大阪市東住吉区東田辺三丁目２７番１９号　１Ｆ,株式会社ホイミ,○,○,○,○,20,,2022/04/01,,,,
2710804531,就労継続支援Ｂ型事業所り～る,06-6655-1739,06-6655-1740,546-0032,大阪市東住吉区東田辺二丁目２番２０号　２Ａ,合同会社フォレストウェル,○,○,○,○,20,,2024/09/01,,,,
2710803798,就労支援Ｂ型おかわり亭,06-7664-8492,06-7664-8492,546-0032,大阪市東住吉区東田辺三丁目７番６号　 ,合同会社ＳＷＡＹ,○,○,○,○,20,,2022/10/01,,,,
2710803368,わくわくワーク,06-6697-7732,06-7164-5509,546-0033,大阪市東住吉区南田辺一丁目１０番１８号　 ,相生株式会社,○,○,○,○,20,,2021/10/01,,,,
2710803293,ＣＬＡＮ南田辺,06-6697-2100,06-6697-2101,546-0033,大阪市東住吉区南田辺三丁目８番１２号　 ,株式会社ＣＬＡＮ,○,○,○,○,20,,2021/06/01,,,,
2710800976,やすらぎの家作業所,06-6628-1201,06-6628-1202,546-0033,大阪市東住吉区南田辺一丁目７番１４号　,特定非営利活動法人　やすらぎの家,○,○,○,,15,,2011/04/01,,,,
2710801776,オシテルヤ就労支援センター,06-6608-0078,06-6615-9968,546-0033,大阪市東住吉区南田辺五丁目１１番１号　松榮ビル,特定非営利活動法人長居公園元気ネット,○,○,○,○,20,,2015/08/01,,,,
2710801776,オシテルヤ就労支援センター,06-6608-0078,06-6615-9968,546-0033,大阪市東住吉区南田辺五丁目１１番２１号　,特定非営利活動法人長居公園元気ネット,○,○,○,○,10,,2015/08/01,オシテルヤ就労支援センター,,,
2710802188,就労継続支援Ｂ型　プルメリア,06-6719-0505,06-6719-0505,546-0041,大阪市東住吉区桑津四丁目１番１号　メランジュ天王寺東５Ｆ６Ｆ,株式会社古池屋,○,○,○,○,40,,2018/01/01,,,,
2710802493,就労継続支援Ｂ型　ティアレ,06-6713-0050,06-6713-0051,546-0041,大阪市東住吉区桑津四丁目１３番８号　フェニックス天王寺１階,株式会社ｈｕｒｕｉｋｅｙａ,○,○,○,○,20,,2019/02/01,,,,
2710804465,就労継続支援Ｂ型　駒川てっと,06-6704-2250,06-6704-2235,546-0042,大阪市東住吉区西今川四丁目２２番１１号　 ,社会福祉法人浪速松楓会,○,○,○,○,20,,2024/07/01,,,,
2710804309,えすきす　わーくす,080-5867-0921, ,546-0042,大阪市東住吉区西今川四丁目３０番１８号　ピュアコート１Ｆ,株式会社しん,○,○,○,○,14,○,2024/02/01,,,,
2710804630,オリーブ・東住吉,06-6769-0666,06-6769-0667,546-0042,大阪市東住吉区西今川四丁目２６番１４号　 ,有限会社ライフ,○,○,○,○,20,,2024/11/01,,,,
2710804499,じぶんらしく,06-6690-7407,06-6690-7407,546-0043,大阪市東住吉区駒川三丁目２９番１１号　 ,株式会社Ｍ’ｓ　ｃｏｍｐａｎｙ,○,○,○,,20,,2024/08/01,,,,
2710804291,アスター,06-4703-5533,06-4703-5400,546-0043,大阪市東住吉区駒川五丁目５番１１号　２階,合同会社アスター,○,○,○,○,20,,2024/02/01,,,,
2710803566,ホイミ堂北田辺店,06-6713-1516,06-6713-1517,546-0043,大阪市東住吉区駒川一丁目８番２３－２０１号　田辺フジタビル,株式会社ホイミ,○,○,○,○,20,,2022/06/01,,,,
2710803780,ジョブタス駒川事業所,06-6625-8438,06-6625-8439,546-0043,大阪市東住吉区駒川四丁目３番８号　ヴィーブル駒川Ⅱ　１Ｆ・２Ｆ,株式会社エフリング,○,○,○,○,20,,2022/10/01,,,,
2710803657,未来ワークス,06-6690-5678,06-6690-5679,546-0043,大阪市東住吉区駒川四丁目１番８号　Ｍ’Ｓ駒川松岡ビル５０２号室,株式会社テェール,○,○,○,○,20,,2022/08/01,,,,
2710803897,こうちゃん,06-6691-2910,06-6691-2911,546-0043,大阪市東住吉区駒川四丁目２番７号　２０１号,株式会社福寿,○,○,○,○,20,,2023/03/01,,,,
2714102726,Ｄｏｎｔｏｍワークス東住吉店,06-6690-8710,06-6690-8720,546-0043,大阪市東住吉区駒川一丁目７番１４号　プレアール駒川Ⅱ２０１号,株式会社ＡＴＳ,○,○,○,○,20,○,2023/07/01,Ｄｏｎｔｏｍワークス梅田店,,,
2710804440,ジョブアップル,06-6629-8845,06-6629-8846,546-0043,大阪市東住吉区駒川五丁目２０番４号　 ,合同会社Ｇｒｏｕｐ－Ｓ,○,○,○,○,20,,2024/06/01,,,,
2710803517,えん　,06-6710-3350,06-6710-3351,546-0044,大阪市東住吉区北田辺四丁目２２番６号　田辺ビル３階,合同会社Ｌ－ｇｏｏｔ,○,○,○,○,20,,2022/03/01,,,,
2710804127,ｔｏｔａｌ　ケア,06-4392-7842,06-4392-7843,546-0044,大阪市東住吉区北田辺四丁目２２番６号　田辺ビル４０２号,株式会社フロムサポート,○,○,○,○,20,,2023/08/01,,,,
2710800828,セルフ社,06-6719-8212,06-6719-8213,546-0044,大阪市東住吉区北田辺四丁目２３番２号　ミスターＤビル２階,特定非営利活動法人　セルフ社,○,○,○,,20,,2010/04/01,,,,
2715803090,徳の庵平野,06-6757-5136,06-6757-5136,547-0001,大阪市平野区加美北一丁目１６番１３号　メゾングレース１Ｆ,株式会社徳の庵,○,○,○,○,20,○,2022/04/01,,,,
2715803603,りあらいず,06-6777-2972,06-6777-2972,547-0001,大阪市平野区加美北九丁目１番１８号　１Ｆ、２Ｆ,合同会社ファティライズ,○,○,○,○,10,○,2019/08/01,,,,
2715804221,就労継続支援Ｂ型作業所　Ｏｈａｎａ　,06-6105-2155,06-6105-2156,547-0001,大阪市平野区加美北四丁目５番２５－１００号　 ,合同会社Ｋｏｋｕａ,○,○,○,○,20,,2021/11/01,,,,
2715805426,就労継続支援Ｂ型作業所　ロイヤル,06-6718-6760,06-6718-6761,547-0001,大阪市平野区加美北九丁目３番３３号　 ,合同会社ロイヤル,○,○,○,○,20,,2024/11/01,,,,
2715803058,大阪障害者労働センター・受苦人,06-6791-2212,06-6791-7993,547-0001,大阪市平野区加美北八丁目１番４５号　 ,特定非営利活動法人まつさく,○,○,○,○,20,,2017/08/01,,,,
2715801334,紙再生工房,06-6794-6871,06-6794-3873,547-0001,大阪市平野区加美北六丁目１０番２５号　,特定非営利活動法人　もなか会,,○,,,12,,2011/04/01,,,,
2715804619,あろは,06-7221-0546,06-6793-0330,547-0002,大阪市平野区加美東四丁目１９番２４号　井上ビル２階,有限会社パッケム,○,○,○,○,20,,2022/10/01,,,,
2715800757,就労継続支援センターステップワン,06-6792-0566,06-6792-0589,547-0002,大阪市平野区加美東五丁目２番３２号　,ＮＰＯ法人　日心,○,○,○,,30,,2007/03/01,,,,
2715801920,ダイワ,06-6796-0678,06-6796-0589,547-0002,大阪市平野区加美東三丁目３番３０号　 ,特定非営利活動法人初心会,○,○,○,,20,,2013/04/01,,,,
2715804759,ねくすとＢｂ,06-6792-8077,06-6792-8088,547-0003,大阪市平野区加美南五丁目５番１１－Ｂ号　 ,株式会社ネクストスペース,○,○,○,○,20,,2023/03/01,,,,
2715802969,就労支援　あい出戸,06-6704-8883,06-6769-8881,547-0011,大阪市平野区長吉出戸二丁目４番３２号　 ,株式会社ＪＡＰＡＮ　ＬＩＦＥ,,○,○,,19,○,2017/04/01,,,,
2715803645,就労支援あい出戸西,06-6700-8888,06-6769-8881,547-0011,大阪市平野区長吉出戸一丁目１１番５５号　 ,株式会社ＪＡＰＡＮ　ＬＩＦＥ,○,○,○,○,20,,2019/10/01,,,,
2715803884,就労支援あい出戸東,06-6769-8884,06-6769-8881,547-0011,大阪市平野区長吉出戸三丁目１番４３号　 ,株式会社ＪＡＰＡＮ　ＬＩＦＥ,○,○,○,○,20,,2020/12/01,,,,
2715804395,就労継続支援事業所ＮＥＸＴ,06-4302-6033,06-4302-8252,547-0011,大阪市平野区長吉出戸四丁目３番４２号　２階,株式会社ネクストライフステージ,○,○,○,○,10,○,2022/04/01,,,,
2715805103,就労継続支援事業所ＮＥＸＴ２,06-4302-6034,06-4302-8252,547-0011,大阪市平野区長吉出戸四丁目３番４１号２階・３階　 ,株式会社ネクストライフステージ,○,○,○,○,20,,2024/02/01,,,,
2715804502,さくらもち,06-4302-7025,06-4302-7026,547-0011,大阪市平野区長吉出戸五丁目４番５号　 ,株式会社さくら,○,○,○,○,20,,2022/07/01,,,,
2715805392,やさしさまんてん平野出戸,080-8851-7305,06-6652-5510,547-0011,大阪市平野区長吉出戸四丁目５番５０号　３Ｆ,株式会社ステラ,○,○,○,○,20,,2024/09/01,,,,
2715802332,アークショップノアノア,06-6770-5437,06-6770-5438,547-0012,大阪市平野区長吉六反三丁目１番３２号　 ,エーゼル株式会社,○,○,○,○,20,,2014/05/01,,,,
2715802332,ノアノアカフェ,06-6770-5437,06-6770-5438,547-0012,大阪市平野区長吉六反三丁目１番３２号　,エーゼル株式会社,○,○,○,○,10,,2014/05/01,アークショップノアノア,,,
2715801680,希望の家,06-4302-7020,06-4302-7020,547-0012,大阪市平野区長吉六反五丁目６番３２号　,特定非営利活動法人　トライアングル,○,○,○,,15,,2012/04/01,,,,
2715804577,ホイミ堂長吉長原店,06-6770-5612,06-6770-5617,547-0013,大阪市平野区長吉長原東三丁目２番３３号１Ｆ　 ,株式会社ホイミ,○,○,○,○,20,,2022/09/01,,,,
2715804189,ジョブタス長吉長原東事業所,06-6797-3556,06-6797-3557,547-0013,大阪市平野区長吉長原東二丁目３番２１号　松庄オフィスビル２Ｆ,株式会社エフリング,○,○,○,○,20,,2021/10/01,,,,
2715800849,そらまめ作業所,06-6708-6339,06-6706-8433,547-0014,大阪市平野区長吉川辺一丁目１番１９号　,社会福祉法人　つむぎ福祉会,○,○,○,,10,○,2007/05/01,,,,
2715803496,まほろば事業所,06-4303-3664,06-4303-3665,547-0014,大阪市平野区長吉川辺三丁目２番４０号－Ｂ号　 ,株式会社フェニックス,○,○,○,○,20,,2019/03/01,,,,
2715804361,就労支援あい長原西,06-6700-8885,06-6769-8881,547-0015,大阪市平野区長吉長原西二丁目７番１３号　 ,株式会社ＪＡＰＡＮ　ＬＩＦＥ,○,○,○,○,40,,2022/04/01,,,,
2715801375,あんず,06-6777-7337,06-6777-7337,547-0015,大阪市平野区長吉長原西三丁目５番４号　,特定非営利活動法人　白ゆり,○,○,○,○,20,○,2011/04/01,,,,
2715802712,あすか作業所,06-6701-3751,06-6701-3741,547-0015,大阪市平野区長吉長原西一丁目５番５号　 ,ＮＰＯ法人飛鳥,○,○,○,○,20,,2016/04/01,,,,
2710801982,ワークハウス平野,06-6770-5158,06-6770-5159,547-0016,大阪市平野区長吉長原一丁目７番６号　ＧＳハイム平野１０１号,社会福祉法人むぎの会,○,○,○,○,20,,2016/12/01,,,,
2715804049,ＦＵＫＵＣＩＥＬ,06-6700-6300,06-6700-6301,547-0016,大阪市平野区長吉長原一丁目９番３６号　２Ｆ,一般社団法人なごみ,○,○,○,○,20,,2021/05/01,,,,
2715803876,はるな作業所,06-4303-4177,06-4303-4178,547-0016,大阪市平野区長吉長原一丁目６番４６－２０５号　 ,合同会社はるな,○,○,○,○,20,,2020/11/01,,,,
2715804023,就労継続支援Ｂ型事業所　りせす,06-6776-2912,06-6776-2913,547-0016,大阪市平野区長吉長原一丁目１３番２９号　メゾンドール長吉２０２,合同会社まいぺーす,○,○,○,○,20,,2021/04/01,,,,
2715804197,ＣＯＣＯＹＥＬＬ,06-6701-7011,06-6701-7021,547-0016,大阪市平野区長吉長原一丁目９番３６号　４Ｆ,ちょう合同会社,○,○,○,○,40,,2021/10/01,,,,
2715804684,雨のち晴れ,06-6796-7145,06-6796-7146,547-0016,大阪市平野区長吉長原一丁目１番４３号　ティアラ長吉２階５号室,株式会社地域情報ラボ,○,○,○,○,20,,2022/12/01,,,,
2715805202,じゆうじざい,06-6796-9393,06-6796-9394,547-0016,大阪市平野区長吉長原一丁目１番４３号　２階５号室,株式会社アンドモア,○,○,○,○,20,,2024/06/01,,,,
2715800740,ドリームネット２,06-6760-6240,06-6760-6240,547-0016,大阪市平野区長吉長原一丁目８番１５号　ワカイシビック第一ハイツ１階,特定非営利活動法人　翔夢,○,○,○,○,10,,2007/03/01,ドリームネット,,,
2715802688,就労継続支援Ｂ型　レインボーワーク,06-6797-2116,06-6796-7472,547-0021,大阪市平野区喜連東四丁目１番４号　 ,自立生活センターいしずえ,○,○,○,○,20,,2016/03/01,,,,
2715800740,ドリームネット,06-6760-6181,06-6760-6182,547-0021,大阪市平野区喜連東四丁目２番１４号　 ,特定非営利活動法人　翔夢,○,○,○,○,20,,2007/03/01,,,,
2715804460,オーペラ平野,06-6777-9556,06-6790-5525,547-0022,大阪市平野区瓜破東三丁目２番２４号　 ,株式会社カセヤ,○,○,○,○,20,,2022/06/01,,,,
2715801052,バンブー,06-6790-0612,06-7501-8619,547-0022,大阪市平野区瓜破東八丁目７番１６号　 ,特定非営利活動法人　わかたけ会,○,○,○,,39,○,2008/12/01,,,,
2715804817,障がい者生活支援センター楽気生,06-4302-5301,06-4302-5304,547-0024,大阪市平野区瓜破一丁目８番２０号　マンションラップ２１０号室,株式会社志,○,○,○,○,20,,2023/04/01,,,,
2715800815,スカイ・アンドロメダ,06-6702-0212,06-6702-0235,547-0024,大阪市平野区瓜破二丁目１番６４号　平野ビル３０２号,特定非営利活動法人　スカイ・ラヴ,○,○,○,○,28,○,2007/04/01,,,,
2715803785,アジール,06-6777-6003,06-6777-6003,547-0024,大阪市平野区瓜破五丁目２番１６号　 ,合同会社ＮＹＫコーポレーション,,,○,,20,,2020/05/01,,,,
2715800781,ユーアンドアイ,06-6799-5112,06-6799-5113,547-0025,大阪市平野区瓜破西一丁目８番４５号　,社会福祉法人　きれ福祉会,○,○,○,,40,,2007/04/01,,,,
2715805442,ジュール,090-7399-6292,072-931-3782,547-0025,大阪市平野区瓜破西三丁目４番３４号　 ,株式会社あゆみの里,○,○,○,○,20,,2024/12/01,,,,
2715803371,オレンジハウスプラス,06-6769-8100,06-6769-8101,547-0026,大阪市平野区喜連西四丁目６番７１号　サンシティ摂陽１階西,株式会社　クリエイトオフィス,○,○,○,○,20,,2018/11/01,,,,
2715803751,就労支援Ｂ型　ＯＮ,06-6777-6543,06-6777-9876,547-0026,大阪市平野区喜連西四丁目６番３７号　 ,株式会社　アートラス,○,○,○,○,30,,2020/04/01,,,,
2713100986,ワークスビハーラ２１あかんのん,06-6180-8401,06-6180-8402,547-0026,大阪市平野区喜連西五丁目４番１４号　安住荘２階,特定非営利活動法人　ビハーラ２１,○,○,○,○,20,,2014/09/01,,,,
2715802324,特定非営利活動法人福祉作業所カナリヤ,06-6797-8988,06-6797-8988,547-0026,大阪市平野区喜連西四丁目７番１６号　石光ビル１Ｆ,特定非営利活動法人福祉作業所カナリヤ,○,○,○,○,20,,2014/05/01,,,,
2715802639,オレンジハウス,06-6760-5632,06-6760-5633,547-0027,大阪市平野区喜連二丁目５番４９号　キューブ平野ビル２階、６階,株式会社　クリエイトオフィス,,○,○,,30,○,2015/10/01,,,,
2715804809,チークプレイス平野,06-4302-5111,06-4302-5122,547-0027,大阪市平野区喜連二丁目７番２２号　攝津ビル３階,玉井商事株式会社,○,○,○,○,20,,2023/04/01,,,,
2715803959,就労継続支援Ｂ型事業所ダイソー,06-6700-2008,06-6700-2022,547-0027,大阪市平野区喜連五丁目１１番３０号　 ,大創株式会社,○,○,○,○,20,,2021/01/01,,,,
2715805004,ふるさぽーとワーク,06-6796-7728,06-6796-7298,547-0027,大阪市平野区喜連四丁目８番６３号　ビクトワール喜連２Ｆ,株式会社ふるさぽーとＮＥＸＴ,○,○,○,○,20,,2023/10/01,,,,
2715803751,就労支援Ｂ型ＯＮ＋ＰＬＵＳ,06-6777-1087,06-6777-1097,547-0032,大阪市平野区流町三丁目１１番８号　,株式会社　アートラス,○,○,○,○,10,,2020/04/01,就労支援Ｂ型　ＯＮ,,,
2715805046,チークプレイス平野流町,06-6796-8277,06-6796-8558,547-0032,大阪市平野区流町四丁目５番１８号　 ,玉井商事株式会社,○,○,○,○,20,,2024/01/01,,,,
2714102221,多機能事業所ライラ,06-4707-3318,06-4707-3319,547-0032,大阪市平野区流町一丁目２番１号　新栄プロパティ平野　７０１号室,株式会社ライラ,○,○,○,○,12,,2024/10/01,,,,
2715804510,じぇる芽ハウス,06-6777-7326,06-6777-7326,547-0033,大阪市平野区平野西四丁目２番８号　２階,株式会社Ｈ＆Ｙ,○,○,○,,20,,2022/07/01,,,,
2715800955,福祉作業所フロンティア,06-6701-3223,06-4306-3123,547-0033,大阪市平野区平野西六丁目３番８号　,特定非営利活動法人フロンティア,○,○,○,○,20,,2007/12/01,,,,
2715802837,Ａｐｒｉｌ,06-6708-0101,06-6708-0101,547-0034,大阪市平野区背戸口一丁目２２番２号　 ,株式会社せいあい,○,○,○,○,20,,2017/01/01,,,,
2715804213,就労支援Ｂ型　優花,06-4305-4714,06-4305-4714,547-0034,大阪市平野区背戸口一丁目９番１０号　 ,株式会社ナリヤ,○,○,○,○,30,,2021/11/01,,,,
2715804411,就労継続支援Ｂ型作業所　クロスロード,06-6705-1130,050-1513-5834,547-0034,大阪市平野区背戸口一丁目４番１号　１Ｆ,合同会社フォレストウェル,○,○,○,○,40,,2022/04/01,,,,
2715805376,就労継続支援Ｂ型ぱきら,06-7623-8525,06-7623-8525,547-0034,大阪市平野区背戸口三丁目４番９号　 ,株式会社Ｑｕｏｒｉｓ,○,○,○,○,20,,2024/09/01,,,,
2715803934,マーガレット工房（作業所）,090-3057-5454,06-4302-5455,547-0034,大阪市平野区背戸口二丁目７番１２号　 ,ＮＰＯ法人ひまわり園,,○,○,,20,,2020/12/01,,,,
2715803611,じぱんぐ,06-7173-7754,06-7173-7754,547-0035,大阪市平野区西脇一丁目１３番２７号　 ,株式会社ジパング,○,○,○,○,20,,2019/08/01,,,,
2715805277,リエート,06-6926-8775,06-6926-8776,547-0044,大阪市平野区平野本町四丁目１２番１号　 ,株式会社とばり,○,○,○,○,20,,2024/07/01,,,,
2715801623,福祉作業所ワークルーム・みかづき,06-4977-1781,06-7174-4302,547-0044,大阪市平野区平野本町二丁目２－２　,特定非営利活動法人　ティンクル,○,○,○,,20,,2012/03/01,,,,
2713100986,ワークスビハーラ２１あかんのんメロディー,06-6795-1180,06-6795-1180,547-0044,大阪市平野区平野本町一丁目１０番１１号　,特定非営利活動法人　ビハーラ２１,○,○,○,○,10,,2014/09/01,ワークスビハーラ２１あかんのん,,,
2715802985,ＰＥＡＣＥウェル,06-6777-7617,06-6777-7617,547-0045,大阪市平野区平野上町一丁目１０番１１号　和光服装ビル１階,ピースウェル南大阪合同会社,○,○,○,○,10,○,2017/04/01,,,,
2715804098,プレワーク,06-6718-5171,06-6160-6881,547-0046,大阪市平野区平野宮町一丁目４番２９号　６Ｆ,株式会社ＰｒｅＷｏｒｋ,○,○,○,○,20,,2021/07/01,,,,
2715804353,Ｃａｆｅ　ｊｉｇｓａｗ,06-6793-4355,06-6793-4363,547-0046,大阪市平野区平野宮町一丁目５番５－１７１号　 ,特定非営利活動法人　Ｊ－ｐａｌ,○,○,○,○,20,,2022/03/01,,,,
2715804353,Ｃｈａｐｔｅｒ２,06-6793-4355,06-6793-4363,547-0046,大阪市平野区平野宮町一丁目２番１２号　,特定非営利活動法人　Ｊ－ｐａｌ,○,○,○,○,10,,2022/03/01,Ｃａｆｅ　ｊｉｇｓａｗ,,,
2715804783,就労継続支援Ｂ型事業所　くまの実,06-4303-2828,06-4303-2829,547-0047,大阪市平野区平野元町９番１９号　ヤマサ第二ビル　１階,ジュラン株式会社,○,○,○,○,20,,2023/03/01,,,,
2715802266,くくるワークス,06-7893-0093,06-6792-0092,547-0047,大阪市平野区平野元町５番３号　 ,ＮＰＯ法人　オリーブひらの,,○,○,○,40,,2014/04/01,,,,
2715801342,ワークセンターいまがわ,06-6794-5678,06-6794-5554,547-0048,大阪市平野区平野馬場一丁目１１番１１号　,社会福祉法人　今川学園,○,○,○,○,10,○,2011/04/01,,,,
2715805350,ジョブアップルⅡ,06-6629-8845,06-6629-8846,547-0048,大阪市平野区平野馬場二丁目６番２２号　 ,合同会社Ｇｒｏｕｐ－Ｓ,○,○,○,○,20,,2024/09/01,,,,
2713301576,山王おとなセンター,06-6633-8415,06-6633-8415,557-0001,大阪市西成区山王二丁目５番４号　 ,社会福祉法人　ストローム福祉会,○,○,○,○,20,,2011/04/01,,,,
2713304588,オートビュス,06-6567-9192,06-6567-9198,557-0001,大阪市西成区山王二丁目１２番１５号　プレステージ豊島１階,株式会社シクロ,○,○,○,○,40,,2021/02/01,,,,
2713304984,ふれあい,06-6630-9888,06-6630-9889,557-0002,大阪市西成区太子一丁目１番１８号　７階,一般財団法人アタラス,○,○,○,○,20,,2021/11/01,,,,
2713303614,プラザ中央,06-6632-0236,06-6632-0237,557-0002,大阪市西成区太子一丁目１番１７号　ワカバビル８０１号室,合同会社ハチロー,○,○,○,○,10,○,2020/07/01,,,,
2713305379,スマイル,06-6630-7777,06-6630-7757,557-0002,大阪市西成区太子一丁目１番１８号　５階,Ｌｉｎａ株式会社,○,○,○,○,20,,2022/06/01,,,,
2713305551,たんぽぽ,06-6630-9132,06-6630-9132,557-0002,大阪市西成区太子一丁目１番１８号　ワカバビル６階,株式会社Ｗｉｚａｒｄｓ　Ｉｎｔｅｒｎａｔｉｏｎａｌ,○,○,○,○,20,,2022/11/01,,,,
2713305825,ひまわり,06-6760-4530,06-6760-4531,557-0002,大阪市西成区太子一丁目１番１８号　ワカバビル９階,株式会社セブンホールディングス,○,○,○,○,20,,2023/05/01,,,,
2713306740,Ｄａｙｓ　ｗｏｒｋｓ,06-4708-3449, ,557-0002,大阪市西成区太子一丁目１番１８号３階　 ,ＤＡＹＳ株式会社,○,○,○,○,20,,2024/12/01,,,,
2713300669,ヒューマン援護福祉プラザ,06-6643-4510,06-6643-4511,557-0004,大阪市西成区萩之茶屋一丁目２番１５号　コミュニティハウス萩２階,社会福祉法人ヒューマンライツ福祉協会,○,○,○,○,10,,2007/04/01,総合就労支援福祉施設にしなりＷｉｎｇ,,,
2713300685,ストローム,06-6647-6576,06-6647-6585,557-0004,大阪市西成区萩之茶屋二丁目１１番１５号　,社会福祉法人　釜ヶ崎ストロームの家,,○,○,,20,,2007/04/01,,,,
2713306542,ＡＢＦ,06-6537-9031,06-6537-9032,557-0004,大阪市西成区萩之茶屋二丁目１０番２号　 ,株式会社シクロ,○,○,○,○,20,,2024/08/01,,,,
2713304034,エテルノ,06-7172-1447,06-7161-4537,557-0004,大阪市西成区萩之茶屋三丁目４番５号　 ,合同会社エバーフリー,○,○,○,○,20,,2019/03/01,,,,
2713304661,めだかの学校,06-6575-9882,06-6575-9883,557-0004,大阪市西成区萩之茶屋一丁目４番１号　太陽ビル２階,株式会社八福神,○,○,○,○,36,,2021/03/01,,,,
2713304661,めだかの学校,06-6575-9882,06-6575-9883,557-0004,大阪市西成区萩之茶屋一丁目４番１号　太陽ビル２階,株式会社八福神,○,○,○,○,16,,2021/03/01,めだかの学校,,,
2713305197,就労継続支援Ｂ型事業所ＮＫＲ,06-6631-2026,06-6631-2026,557-0004,大阪市西成区萩之茶屋二丁目３番１０号　 ,合同会社ＫＭＴ,○,○,○,○,20,,2022/02/01,,,,
2713305346,承福,06-7777-4891,06-7732-3558,557-0004,大阪市西成区萩之茶屋一丁目５番６号　福徳ロッカー２階,株式会社　承福,○,○,○,○,20,,2022/05/01,,,,
2713305668,ルアナ,06-6649-6517,06-6649-6517,557-0004,大阪市西成区萩之茶屋二丁目３番２２号　 ,有限会社すぎ屋,○,○,○,○,20,,2023/01/01,,,,
2713306187,ぷるめりあ,06-6632-9920,06-6632-9920,557-0004,大阪市西成区萩之茶屋一丁目５番６号３階　 ,合同会社ＡＳＫ,○,○,○,○,20,,2023/11/01,,,,
2713306468,華,06-6964-8651,06-6964-8652,557-0004,大阪市西成区萩之茶屋二丁目３番２３号　１階・２階　 ,合同会社松川事務所,○,○,○,○,20,,2024/06/01,,,,
2713303887,にじいろのカエル,06-6625-8812,06-6625-8813,557-0012,大阪市西成区聖天下一丁目８番１７号　１階,一般社団法人聖天下就労支援センター,○,○,○,○,20,,2018/11/01,,,,
2713305304,就労継続支援Ｂ型ぜろ,06-6616-7820,06-6616-7821,557-0012,大阪市西成区聖天下二丁目１０番３号　 ,株式会社　ニュービレッジ,○,○,○,○,14,,2022/05/01,,,,
2713304141,クローバー,06-6616-7590,06-6616-7593,557-0012,大阪市西成区聖天下一丁目１２番３２号　 ,株式会社Ｔ’Ｓコーポレーション,○,○,○,○,20,,2020/06/01,,,,
2713306518,むらさき,06-6654-5720,06-6654-5710,557-0012,大阪市西成区聖天下一丁目８番１７号　やよいビル２階,株式会社澪,○,○,○,○,20,,2024/07/01,,,,
2713306641,就労継続支援Ｂ型事業所ゆたか,06-6690-7374,06-6690-7375,557-0012,大阪市西成区聖天下一丁目１０番３１号　丸栄マンション聖天下１０１号,株式会社ライフアシスト,○,○,○,○,20,,2024/09/01,,,,
2713305882,就労継続支援Ｂ型作業所　ハロービー,06-6115-8626,06-6115-8656,557-0013,大阪市西成区天神ノ森１２ー１ー４０１　,ＵＮＩＸ株式会社,○,○,○,○,20,,2023/06/01,就労継続支援Ｂ型作業所　ハロービー,,,
