事業所番号,事業所名称,TEL,FAX,事業所郵便番号,事業所所在地,申請者,児,定員,居,放,定員,保,備考,,
2750520625,ポップコーン,0725-38-8805,0725-26-0930,594-0021,大阪府和泉市山荘町二丁目11番26号,合同会社　あすなろ,●,10,,●,10,,,大阪府和泉市,0
2750520633,放課後等デイサービス　ウィズ・ユー光明池,0725-50-0331,0725-50-0332,594-0031,大阪府和泉市伏屋町五丁目２番14号　ロイヤルビル２Ｆ,株式会社東文堂書店,●,10,,●,10,,,大阪府和泉市,0
2750520666,放課後等デイサービス　はねるん,０７２５－５５－６６６１,０７２５－５５－６６６９,５６９－００４１,大阪府和泉市いぶき野三丁目３番２号,株式会社フジワラ,,,,●,10,,,大阪府和泉市,0
2750520674,リハこどもデイ　ライラック,0725‐46‐0508,0725‐45‐3096,594-0065,大阪府和泉市観音寺町847番地の２,社会福祉法人のぼり藤,,,,●,10,,,大阪府和泉市,0
2750520682,放課後等デイサービス　クロスファン,06-6629-8166,06-7635-7407,594-0013,大阪府和泉市鶴山台二丁目１番　鶴山台団地第４号棟104号室,株式会社ノブカントリー,,,,●,10,,,大阪府和泉市,0
2750520690,アウラ,0725-58-8989,0725-58-8990,594-0062,大阪府和泉市寺田町一丁目３番48号,株式会社スパークル,☆,5,,☆,5,,,大阪府和泉市,0
2750520708,放課後等デイサービス　ウィズ・ユー和泉,072-546-7225,072-558-7229,594-0023,大阪府和泉市伯太町一丁目13番７号　ももちゃんヒルズ和泉１階,新秋堂株式会社,,,,●,10,,,大阪府和泉市,0
2750520716,児童デイサービス　かえで,070-8954-2024,,594-0032,大阪府和泉市池田下町1883番地の１－101号室,株式会社ＷＡＧＯＵ,☆,5,,☆,5,,,大阪府和泉市,0
2750520724,だんらんの家　光明台,0725-70-2220,0725-51-7397,594-1111,大阪府和泉市光明台二丁目11番29号,泉州ケアサービス株式会社,,,,●,16,,共生型,大阪府和泉市,0
2750520732,コペルプラス　和泉府中教室,0725-90-7895,0725-90-7896,594-0071,大阪府和泉市府中町一丁目12番15号フジナミビル５階,株式会社クラ・ゼミ,●,10,,,,,,大阪府和泉市,0
2750520740,コペルプラス　光明池教室,0725-58-8694,0725-58-8695,594-0031,大阪府和泉市伏屋町五丁目３番３号　アポロプラザ光明池201・202号,神寿縁株式会社,●,10,,,,,,大阪府和泉市,0
2750520757,放課後等デイサービス　ウィズ・ユー和泉中央,0725-90-5936,0725-90-5937,594-1156,大阪府和泉市内田町三丁目１番40号,株式会社東文堂書店,,,,●,10,,,和泉市,1
2750520765,就労準備型放課後等デイサービス自由帳　井ノ口,090-9882-2645,072-231-9048,594-0072,大阪府和泉市井ノ口町６番３８号,Smm株式会社,,,,●,10,,,和泉市,44
2751420015,箕面市児童発達支援事業所あいあい園,072-727-9520,072-727-9522,562-0014,大阪府箕面市萱野五丁目7番1号　箕面市総合保健福祉センター分室,箕面市,●,30,,,,,,大阪府箕面市,0
2751420023,こども発達支援センター青空,072-729-0125,072-729-0125,562-0015,大阪府箕面市稲六丁目15番26号,社会福祉法人大阪府障害者福祉事業団,●,10,,●,10,●,,大阪府箕面市,0
2751420031,地域支援センターわとと,072-734-6955,072-734-6887,562-0035,大阪府箕面市船場東2丁目6－46　チャレンジMMGビル2階,社会福祉法人北摂福祉会,●,10,,●,10,,,大阪府箕面市,0
2751420049,どれみ,072-747-6024,072-747-6024,562-0036,大阪府箕面市船場西２丁目１９－９,株式会社サポート,●,10,,●,10,,,大阪府箕面市,0
2751420064,まめべや,072-730-2521,072-730-2520,562-0036,大阪府箕面市船場西三丁目８番６号２０１号,株式会社まめっと,●,10,,●,10,,,大阪府箕面市,0
2751420072,スマイルブーケ放課後等デイサービス　たんぽぽハウス,072-720-5511,072-720-5512,562-00０4,大阪府箕面市牧落三丁目３番12号村上ビル201号室,株式会社スマイルブーケ,,,,●,10,,,大阪府箕面市,0
2751420080,麦の子,072-722-7400,072-724-9698,562-0014,大阪府箕面市萱野一丁目19番４号箕面市立萱野中央人権文化センター内,特定非営利活動法人暮らしづくりネットワーク北芝,●,10,,●,10,,,大阪府箕面市,0
2751420098,ドリームケアデイサービス如意谷,072-700-7761,072-700-7762,562-0011,大阪府箕面市如意谷三丁目１番12号,有限会社ドリームケア,●,10,,●,10,,,大阪府箕面市,0
2751420114,はつかぜ,072-734-7922,072-734-7923,562-0031,大阪府箕面市小野原東三丁目５番38号協栄箕面第２ハイツ105・106号室,合同会社イナツヒコ,☆,5,●,☆,5,●,,大阪府箕面市,0
2751420130,スマイルブーケ放課後等デイサービス　たんぽぽクラブ,072-737-5454,072-737-5854,562-0033,大阪府箕面市今宮四丁目20番２号,株式会社スマイルブーケ,●,10,,●,10,,,大阪府箕面市,0
2751420148,リアン・プラス第２教室,072-734-7960,072-734-7970,562-0025,大阪府箕面市粟生外院一丁目21番52号,特定非営利活動法人ＰＬＵＳ　ＯＮＥ,●,10,,●,10,,,大阪府箕面市,0
2751420155,放課後等デイサービスメイプル,072-702-0000,072-702-0000,562-0033,大阪府箕面市今宮三丁目８番１号,エスぺランサ合同会社,,,,●,10,,,大阪府箕面市,0
2751420171,welfare箕面,072-737-4328,072-737-4338,562-0015,大阪府箕面市稲五丁目13番６号コーポいな１階,株式会社Azars,●,10,,●,10,,,大阪府箕面市,0
2751420197,運動クラブりずむ,072-734-7515,072-734-7514,562-0004,大阪府箕面市牧落三丁目19番38号　林下ビル101号室,株式会社ＤＲＣフィールズ,●,10,,●,10,,,大阪府箕面市,0
2751420205,放課後等デイサービスＨＡＲＵ箕面,072-737-7413,072-737-7434,562-0046,大阪府箕面市桜ケ丘四丁目11番15号桜ヶ丘ビル102,株式会社シーシー,,,,●,10,,,大阪府箕面市,0
2751420221,個別療育センターココスマイル,072-723-7110,072-723-7117,562-0004,大阪府箕面市牧落四丁目６番12号,一般社団法人たけのこ,●,10,,●,10,,,大阪府箕面市,0
2751420239,めばえ２１,072-737-8735,072-737-8766,562-0001,大阪府箕面市箕面六丁目１番15号第六吉光ビル101号,特定非営利活動法人ダウン症ファミリー総合支援めばえ２１,●,10,,●,10,●,,大阪府箕面市,0
2751420254,放課後等デイサービス　ＨＡＲＵ箕面東,072-736-9882,072-736-9883,562-0025,大阪府箕面市粟生外院一丁目20番７号小路貸店舗１階,株式会社シーシー,,,,●,10,,,大阪府箕面市,0
2751420288,アートチャイルドケアＳＥＤスクール箕面,0727-68-8481,0727-68-8482,562-0043,大阪府箕面市桜井一丁目13番２号ハレリア桜井２Ｆ,アートチャイルドケア株式会社,●,10,,,,,,大阪府箕面市,0
2751420304,アフタースクール　ぴあにしも,072-786-5360,072-786-7160,562-0041,大阪府箕面市桜四丁目18番１号203,一般社団法人中曽教育研究所,●,10,,●,10,,,大阪府箕面市,0
2751420320,個別療育センターココスマイル本部,072-736-8720,072-736-8721,562-0014,大阪府箕面市萱野五丁目12番１号　２階,一般社団法人たけのこ,●,10,,●,10,,,大阪府箕面市,0
2751420346,運動クラブあどばんす,072-736-9812,072-736-9813,562-0003,大阪府箕面市西小路五丁目４番27号,株式会社ＤＲＣフィールズ,,,,●,10,,,大阪府箕面市,0
2751420361,運動療育スタジオspark箕面,072-726-3809,072-726-3810,562-0035,大阪府箕面市船場東一丁目15番８号新船場ビル第５千里ハイツ102号,株式会社クーバル・ウエルケア,●,10,,●,10,,,大阪府箕面市,0
2751420379,リアン・プラス第１教室,072-734-7950,072-734-7940,562-0024,大阪府箕面市粟生新家一丁目３番９号,特定非営利活動法人ＰＬＵＳ　ＯＮＥ,●,10,,●,10,●,,大阪府箕面市,0
2751420387,Sｕｎはーとキッズ,072-737-6420,072-737-6421,562-0045,大阪府箕面市瀬川五丁目３番21号　箕面喜晃ビル102号室,合同会社Ｓｕｎはーと,●,10,,●,10,,,大阪府箕面市,0
2751420395,アフタースクールぴあにしも　桜中央教室,072-736-8940,072-736-8941,562-0041,大阪府箕面市桜四丁目９番１号,一般社団法人中曽教育研究所,●,10,,●,10,,,大阪府箕面市,0
2751420445,こみにか,072-734-7480,072-734-7481,562-0004,大阪府箕面市牧落三丁目13番33号　アクティブ箕面102号,一般社団法人りべるりんく,●,10,,●,10,,,大阪府箕面市,0
2751420452,集団療育センターＬＩＢ,072-736-8719,072-736-8721,562-0014,大阪府箕面市萱野五丁目12番１号　１階,株式会社LIBO,●・☆,15,,●,10,,,大阪府箕面市,0
2751420460,キッズテラス　わくわく,072-720-7701,072-720-7702,562-0012,大阪府箕面市白島二丁目20番17号　戎ビル１階,合同会社ＫＩＤＳ　ＴＥＲＲＡＣＥ,●,10,,●,10,,,大阪府箕面市,0
2751420478,コペルプラス　ここいろ箕面教室,072-734-7779,072-734-7779,562-0001,大阪府箕面市箕面五丁目11－４　プラティアビル５階,プレンティグローバルリンクス株式会社,●,10,,●,10,,,大阪府箕面市,0
2751420486,放課後等デイサービス　ウィズ・ユー箕面,072-736-8217,072-736-8217,562-0011,大阪府箕面市如意谷四丁目１番15号　サニーヒル箕面201号,株式会社神戸物語,●,10,,●,10,,,大阪府箕面市,0
2751420494,Coccoleto 箕面校,072-720-7522,072-720-7523,562-0003,大阪府箕面市西小路二丁目７番16号　箕面朝日ビル203,LaZo株式会社,●,10,,●,10,,,大阪府箕面市,0
2751420502,SMASPO箕面校,072-737-8392,072-737-8399,562-0041,大阪府箕面市桜一丁目１番１号　ジョイタウン佐久良２階C号室,LaZo株式会社,●,10,,●,10,●,,大阪府箕面市,0
2751420510,Ｖｉｅｌ　Ｋｉｎｄｅｒ,072-737-8602,072-737-8632,562-0004,大阪府箕面市牧落三丁目２番15号ポプラハウス101号,株式会社Ｓｐｉｅｌｅｎ,☆,5,,☆,5,,,大阪府箕面市,0
2751420528,ＬＩＢＯらぼ　みのお園,072-734-6828,072-734-6829,562-0024,大阪府箕面市粟生新家三丁目23番13号,株式会社ＬＩＢＯ,●,10,,●,10,,,大阪府箕面市,0
2751420536,デイジーＭｉｎｏｈ,072-734-7361,072-734-7364,562-0012,大阪府箕面市白島三丁目13番１号,デイジーＭｉｎｏｈ合同会社,●,10,,●,10,,,大阪府箕面市,0
2751420551,Ｓｕｎはーと箕面,072-721-8501,072-721-8502,562-0001,大阪府箕面市箕面七丁目１番14号リッツ箕面１Ｆ,合同会社Ｓunはーと,●,10,,●,10,,,大阪府箕面市,0
2751420577,めばえ21　桜井店,072-720-7150,072-720-7155,562-0043,大阪府箕面市桜井三丁目１番１号,特定非営利活動法人ダウン症ファミリー総合支援めばえ２１,●,10,,●,10,,,大阪府箕面市,0
2751420585,児童発達支援・放課後等デイサービス　あなざーすかい,090-3813-1108,-,562-0045,大阪府箕面市瀬川三丁目３番34号　Ｂａｕｈａｕｓ１階,株式会社ケア・フリージア,☆,6,,☆,6,,,大阪府箕面市,0
2751420593,スタサポ箕面校,072-737-5934,072-737-6034,562-0036,大阪府箕面市船場西一丁目６番７号　三羽鶴ビル５階504号室,ＬａＺｏ株式会社,●,10,,●,10,,,大阪府箕面市,0
2751420601,児童発達支援・放課後等デイサービス　ルチアポルタ,072-736-8850,072-736-8860,562-0025,大阪府箕面市粟生外院一丁目11番22号,株式会社HESTIATH,●,10,,●,10,,,大阪府箕面市,0
2751420619,放課後等デイサービス　ウィズ・ユー箕面牧落,072-734-7426,072-734-7428,562-0004,大阪府箕面市牧落三丁目13番33号アクティブ箕面301号室,株式会社神戸物語,,,,●,10,,,大阪府箕面市,0
2751420627,ＳＵＮ　ＬＩＦＥ　ＦＡＭＩＬＹ　ＭＩＮＯＨ,072-736-8415,072-736-8416,562-0001,大阪府箕面市箕面五丁目12番71号パークプラザビル箕面４階401・402号室,株式会社グランツリー,●,10,,●,10,,,大阪府箕面市,0
2751420635,放課後等デイサービス　ｋａｏｒａ（カオラ）,0727-34-8642,0727-24-8643,562-0003,大阪府箕面市西小路二丁目７番22号ＭＫＭ友ビル202号,株式会社ＳＯＥＩＫＡＩ,,,,●,10,,,大阪府箕面市,0
2751420643,コペルプラス　箕面小野原教室,072-737-8441,072-737-8442,562-0031,大阪府箕面市小野原東五丁目８番６号　パーキーＫ　１階,株式会社クラ・ゼミ,●,10,,,,,,大阪府箕面市,0
2751420650,コペルプラス　箕面粟生外院教室,072-734-6474,072-734-6475,562-0025,大阪府箕面市粟生外院六丁目１番22号　101ビルディング　西側店舗,株式会社クラ・ゼミ,●,10,,,,,,大阪府箕面市,0
2754620025,きっずサポートなにわ,072-978-2206,072-975-1010,582-0025,大阪府柏原市国分西一丁目3番43号HOPEハウス１０１、102,社会福祉法人なにわの里,●,10,,●,10,●,,大阪府柏原市,0
2754620041,すいっちＪｒ,072-921-3434,072-921-3434,582-0024,大阪府柏原市田辺一丁目２番22号,特定非営利活動法人みんな,,,,●,10,,,大阪府柏原市,0
2754620058,ぽかぽか,072-933-7575,072-933-7576,582-0005,大阪府柏原市法善寺四丁目10番29号,特定非営利活動法人ぽかぽか,●,10,,●,10,,,大阪府柏原市,0
2754620066,放課後デイサービスはつらつ柏原,072-970-6669,072-970-6669,582-0009,大阪府柏原市大正二丁目５番５号,株式会社なかつき,●,10,,●,10,,,大阪府柏原市,0
2754620082,あうる,072-921-1930,072-921-2695,582-0002,大阪府柏原市今町一丁目１番６号,特定非営利活動法人みんな,●,10,,●,10,,,大阪府柏原市,0
2754620108,いんくるーじょん,072-973-1192,072-973-1192,582-0018,大阪府柏原市大県一丁目１番１号ファミーユＴ＆Ｍ１階店舗北,株式会社インクルージョン,●,10,,●,10,,,大阪府柏原市,0
2754620132,Ｆｕｌｌ-Ｓｍｉｌｅ～ふるすまいる～,072-972-3700,072-972-3700,582-0016,大阪府柏原市安堂町13番32号,株式会社わかな,,,,●,10,,,大阪府柏原市,0
2754620140,放課後等デイサービス　ノーサイド柏原,072-970-6346,072-970-6347,582-0009,大阪府柏原市大正一丁目８番12号マンション明和１Ｆ,ＴＥＡＭＣＡＲＥ株式会社,☆,7,,☆,7,,,大阪府柏原市,0
2754620165,放課後等デイサービス　クローバー,072-971-7888,072-971-7889,582-0009,大阪府柏原市大正三丁目２番33号,社会福祉法人明寿会,,,,●,10,,,大阪府柏原市,0
2754620173,にしむら小児科児童発達支援ことり,072-976-6600,072-976-6601,582-0021,大阪府柏原市国分本町一丁目９番14号,医療法人涼楓会,●,10,,●,10,,,大阪府柏原市,0
2754620181,TOMODACHI柏原,072-976-2020,072-976-2020,582-0028,大阪府柏原市国分西二丁目1番15号マンション国分ウエスト1階4号室,株式会社エイル,☆,5,,☆,5,,,大阪府柏原市,0
2754620207,児童発達支援・放課後等デイサービス　ヒロアス,072-940-6413,072-940-6414,582-0019,大阪府柏原市平野一丁目12番８号　第２コーポ平野１階　106号,株式会社Ｔｉｅｓ,●,10,,●,10,,,大阪府柏原市,0
2754620215,児童発達支援・放課後等デイサービス　ｔｅｎｂａ,072-959-5768,072-959-7159,582-0027,大阪府柏原市円明町11番17号新栄プロパティー玉手山401,特定非営利活動法人ＭＵＫＵ,●,10,,●,10,,,大阪府柏原市,0
2753820022,ほまれっこ,072-959-3262,072-957-2215,583-0841,大阪府羽曳野市駒ヶ谷106番地1,社会福祉法人ふたかみ福祉会,,,,●,10,,,大阪府羽曳野市,0
2753820030,放課後等デイサービス(四天王寺悲田院児童発達支援センター),072-957-7516,072-950-1531,583-0868,大阪府羽曳野市学園前6丁目1番1号,社会福祉法人四天王寺福祉事業団,,,,●,10,,,大阪府羽曳野市,0
2753820089,放課後等デイサービスほほえみ,072-959-8688,072-959-8688,583-0881,大阪府羽曳野市島泉二丁目３番13号リバーサイドヒロハイム１階,株式会社ステラサポート,●,10,,●,10,,,大阪府羽曳野市,0
2753820105,ストーリー,072-978-8336,072-978-8339,583-0872,大阪府羽曳野市はびきの三丁目10番４号ヴィラ桃山台１階店舗東側,株式会社バスター,●,10,,●,10,,,大阪府羽曳野市,0
2753820113,ＣＯＣＯはびきの,072-933-5500,072-958-4186,583-0861,大阪府羽曳野市西浦三丁目11番12号１階,株式会社アイケアラ,●,10,,●,10,,,大阪府羽曳野市,0
2753820139,療育ルームストーリー,072-979-7800,072-979-7810,583-0884,大阪府羽曳野市野290番地の１　２階,株式会社バスター,●,10,,●,10,,,大阪府羽曳野市,0
2753820154,さん,072-959-2036,072-959-2037,583-0883,大阪府羽曳野市向野一丁目４番21号,株式会社三杉,☆,5,,☆,5,,,大阪府羽曳野市,0
2753820196,ビーナスキッズはびきの,072-959-7785,072-959-7795,583-0857,大阪府羽曳野市誉田三丁目２０-26,株式会社ビーナス,●,10,,●,10,,,大阪府羽曳野市,0
2753820204,放課後等デイサービス　ノーサイドはびきの,072-978-8989,072-978-8990,583-0856,大阪府羽曳野市白鳥一丁目12番５号西谷ビル１階,ＴＥＡＭＣＡＲＥ株式会社,●,10,,●,10,,,大阪府羽曳野市,0
2753820220,音楽療育特化型事業所　リズムストーリー,072-959-6716,072-959-6717,583-0856,大阪府羽曳野市白鳥三丁目16番３号　セシル古市101号,株式会社バスター,●,10,,●,10,,,大阪府羽曳野市,0
2753820261,とも児童発達・放課後デイ事業所,072-954-0699,072-954-0699,583-0874,大阪府羽曳野市郡戸248番地の６,たけ株式会社,●,10,,●,10,,,大阪府羽曳野市,0
2754820120,リンク,072-959-８６５０,072-959-8651,583-085４,大阪府羽曳野市軽里一丁目３番４号新栄プロパティー軽里23号,一般社団法人ココイク,,,,●,10,,,大阪府羽曳野市,0
2753820287,運動発達支援スタジオ笑みりぃ～羽曳野,072-931-7205,072-931-7206,583-0881,大阪府羽曳野市島泉二丁目３番18号　ハイツにっせん１階,株式会社笑,●,10,,●,10,,,大阪府羽曳野市,0
2753820295,放課後等デイサービスえがお羽曳野,072-931-0575,072-931-0576,583-0876,大阪府羽曳野市伊賀38番地３,株式会社Ｆ－ｓｔａｇｅ,●,10,,●,10,,,大阪府羽曳野市,0
2753820311,児童デイサービス　ソニオ,072-956-5551,072-956-5551,583-086８,大阪府羽曳野市学園前５丁目180番18号,合同会社優夢,,,,●,10,,,大阪府羽曳野市,0
2753820329,ライフ　スタディ,072-900-2639,06-7632-2757,583-0856,大阪府羽曳野市白鳥三丁目15番1号豊田ビル1階・2階,株式会社ILIFE,,,,●,10,,,大阪府羽曳野市,0
2753420146,ぽんぽこはうすelmo,072-979-7021,072-979-7022,583-0872,大阪府羽曳野市はびきの五丁目２２－５アモール２０１,株式会社ＰＲＯmessa,●,10,,,,,,大阪府羽曳野市,0
2753820337,ぶどうの家,072-976-5231,072-976-5232,583-0846,大阪府羽曳野市東阪田175番１号,阪本織布株式会社,●,10,,●,10,,,大阪府羽曳野市,0
2753820345,放課後等デイサービス　ウィズ・ユー羽曳が丘,072-959-8808,072-959-8808,583-0864,大阪府羽曳野市羽曳が丘四丁目１番５号,有限会社ワークスエンタープライズ,●,10,,●,10,,,大阪府羽曳野市,0
2753820352,音楽療育特化型事業所　リズムストーリー西浦,072-959-0333,072-959-0334,583-0861,大阪府羽曳野市西浦六丁目２番20号,株式会社バスター,●,10,,●,10,,,大阪府羽曳野市,0
2753820378,ほっとキッズＮＥＸＴ,072-938-6661,072-938-6662,583-0881,大阪府羽曳野市島泉二丁目８番22号,株式会社codona,●,10,,●,10,,,大阪府羽曳野市,0
2753420039,児童デイサービスまつぼっくり,072-959-4540,072-959-6911,583-0863,大阪府羽曳野市蔵之内292番地,株式会社アルテ,●,10,,●,10,,,大阪府羽曳野市,0
2753820394,放課後等デイサービスひまわりはうす,072-957-7222,072-957-7227,583-0854,大阪府羽曳野市軽里一丁目105番地の1,株式会社ひまわり,●,10,,●,10,,,大阪府羽曳野市,0
2753420120,ぱすてる,072-959-4475,072-959-4476,583-0872,"大阪府羽曳野市はびきの四丁目14番11号はびきのビル２F　C,D,E号",スバル・トータルプランニング株式会社,●,20,,●,20,,,大阪府羽曳野市,0
2753820410,児童発達支援・放課後等デイサービス　ｅｋｕｂｏ Ｈｏｐｐｅ,072-934-1890,072-934-1890,583-0881,大阪府羽曳野市島泉九丁目18番27号,Ｏｎｅ’ｓ　Ｂｒｉｇｈｔ　Ｆａｃｔｏｒｙ株式会社,☆,5,,☆,5,,,大阪府羽曳野市,0
2753820428,ファーストステップ羽曳野,072-979-7460,072-979-7461,583-0886,大阪府羽曳野市恵我之荘五丁目３番29号Ｒｉｎｏｎ恵我之荘１階,株式会社Ｔｈｅ　Ｆｉｒｓｔ,●,10,,,,,,大阪府羽曳野市,0
2753820436,コペルプラス　羽曳野教室,072-976-6891,072-976-6892,583-0853,大阪府羽曳野市栄町６番９号　新栄プロパティー白鳥　２階,株式会社クラ・ゼミ,●,10,,,,,,大阪府羽曳野市,0
2753820444,ＬＥＴ’Ｓ　ＦＬＹ,090-1157-0266,,583-0884,大阪府羽曳野市野476番地の35 ＳＴＡＲＴ羽曳野Ｃ号室,合同会社stage,,,,●,10,,,大阪府羽曳野市,0
2753820451,みっくす,072-933-0039,072-933-0039,583-0857,大阪府羽曳野市誉田三丁目14番20号メゾン白鳥105号,合同会社大和,●,10,,●,10,,,羽曳野市,31
2753820469,みっくす２,072-951-0533,072-951-0533,583-0856,大阪府羽曳野市白鳥三丁目16番３号　セシル古市205号,合同会社大和,●,10,,●,10,,,羽曳野市,32
2752620027,放課後等デイサービスなかよしハウス,06-6908-5151,06-6908-6161,571-0038,大阪府門真市柳田町７番２０号　シェルマンド薩摩１０１,株式会社志,,,,●,10,,,大阪府門真市,0
2752620035,放課後等デイサービスげんきハウス,06-6907-5353,06-6907-6363,571-0048,大阪府門真市新橋町13-15サンリーフ21　１Ｆ,株式会社志,,,,●,10,,,大阪府門真市,0
2752620043,門真市障がい者福祉センター放課後等デイサービスすてっぷ,06-6904-6812,06-6904-6840,571-0064,大阪府門真市御堂町14番１号,株式会社オールケアライフ,,,,●・☆,15,,,大阪府門真市,0
2752620068,キッズ・レインボー,06-7165-7978,06-7161-3968,571-0046,大阪府門真市本町14番13号,特定非営利活動法人門真市手をつなぐ育成会,●,10,,●,10,,,大阪府門真市,0
2752620076,ジェイ・エスステージジュニア,072-884-1606,072-884-1606,571-0013,大阪府門真市千石東町二丁目41番13、14、15号のうち一階部分,社会福祉法人門真共生福祉会,,,,●,10,,,大阪府門真市,0
2752620084,ＹＣＣこども教育研究所きらきら,072-812-2443,072-812-2443,571-0078,大阪府門真市常盤町７番８号１－Ｂ,一般社団法人ＹＣＣこども教育研究所,●,10,,●,10,,,大阪府門真市,0
2752620092,ぴあ,06-7165-7779,06-7165-7779,571-0066,大阪府門真市幸福町28番15号クレアドール１階,特定非営利活動法人子育て支援寺子屋ぴあ,●,10,,●,10,,,大阪府門真市,0
2752620100,チャイルドハート門真駅前学館,06-6780-4392,06-6780-4393,571-0048,大阪府門真市新橋町15番１号リーフスタイル門真１階,株式会社キッズエデュケーション,●,10,,●,10,,,大阪府門真市,0
2752620118,ＹＣＣもこもこ大和田教室,072-885-3320,072-885-3330,571-0079,大阪府門真市野里町８番25号東マンション１Ｆ,株式会社One Vision,●,10,,●,10,,,大阪府門真市,0
2752620126,ハッピーテラス門真教室,06-6115-5700,06-6115-5466,571-0030,大阪府門真市末広町17番18号ポケットアベニュー１階,株式会社十全,●,10,,●,10,,,大阪府門真市,0
2752620134,チャイルドハート門真学館,06-4304-4428,06-4304-4429,571-0048,大阪府門真市新橋町16番５号グレイス辻本１階,株式会社キッズエデュケーション,,,,●,10,,,大阪府門真市,0
2752620142,ファミリアキッズ門真,06-6780-3800,06-6780-3811,571-0054,大阪府門真市浜町６番19号高栄マンション１階,株式会社Ｓ＆Ｓ,●,10,,,,,,大阪府門真市,0
2752620167,療育教室門真校,072-887-5656,072-887-5657,571-0074,大阪府門真市宮前町２番19号,株式会社教育サポート,,,,●,10,,,大阪府門真市,0
2752620183,タートル,072-812-6780,072-812-6782,571-0021,大阪府門真市舟田町20番20号,株式会社ウィング,●,10,,●,10,,,大阪府門真市,0
2752620217,あさがおねっと大和田,072-842-3993,072-842-3993,571-0063,大阪府門真市常称寺町27番20号　プラシーボ１階,株式会社あさがおねっと,●,10,,●,10,,,大阪府門真市,0
2752620225,発達支援ルームゆあーず門真,06-6967-8956,06-6967-8966,571-0030,大阪府門真市末広町40番１号ＭＫビル２階,一般社団法人Ｙｓケアサポート,●,10,,●,10,,,大阪府門真市,0
2752620233,放課後等デイサービス　ウィズ・ユー門真,06-6904-7272,06-6904-7273,571-0041,大阪府門真市柳町12番22号　KIRA古川橋1階,有信アクロス株式会社,●,10,,●,10,,,大阪府門真市,0
2752620241,こどもサポートルームｓｉ－ｐｏ,06-6995-4400,06-6995-4800,571-0030,大阪府門真市末広町10番６号Ｋ・グレースコート１階,株式会社ＫｉｄｓＮA工房,●,10,,●,10,●,,大阪府門真市,0
2752620258,児童発達支援umbrella,072-813-5864,072-813-5869,571-0079,大阪府門真市野里町９番９号サンワビル301,株式会社大樹,●,10,,,,,,大阪府門真市,0
2752620266,ｋｏｍｏｍｏ,072-842-5115,072-842-5116,571-0016,大阪府門真市島頭三丁目22番７号ベストレジデンス門真１階店舗,株式会社ＭＫＭ,●,10,,●,10,,,大阪府門真市,0
2752620274,Ｇｌｉｎｇ・Ｇｌｏ　大和田,072-800-4990,072-800-4991,571-0071,大阪府門真市野里町27番19号,合同会社Ｇｌｉｎｇ・Ｇｌｏ,●,10,,●,10,●,,大阪府門真市,0
2752620282,ＬＩＴＡＬＩＣＯジュニア大日教室,06‐6916‐5960,06‐6916‐596１,571-0051,大阪府門真市向島町３番35号ベアーズＢ棟１階区画番号７,株式会社ＬＩＴＡＬＩＣＯパートナーズ,●,10,,,,●,,大阪府門真市,0
2752620290,児童発達支援・放課後等デイサービスｇｒｏｗ ｕｐ,072-812-6240,072-812-6240,571-0009,大阪府門真市下馬伏町10番14号奥村マンション101号室,株式会社ｂｅｆｉｎｅ,●,10,,●,10,,,大阪府門真市,0
2752620308,ＹＣＣもこもこ門真教室,072-884-5500,072-884-5501,571-0078,大阪府門真市常盤町12番５号,株式会社OneVision,●,10,,●,10,,,大阪府門真市,0
2753720016,摂津市立めばえ園,072-654-9200,072-654-9200,566-0071,大阪府摂津市鳥飼下二丁目1番4号,摂津市,●,10,,●,10,,,大阪府摂津市,0
2753720024,児童デイサービス癒す手,072-629-1412,072-629-1412,566-0011,大阪府摂津市千里丘東二丁目6番19号,有限会社イヤステ,●,10,,●,10,,,大阪府摂津市,0
2753720032,デイサービスおとは摂津児童館,072-654-0555,072-654-6660,566-0063,大阪府摂津市鳥飼銘木町７番１０号,株式会社ｍｏｏｎｊｅｌｌｙｃｏｍｐａｎｙ,●,10,,●,10,,,大阪府摂津市,0
2753720057,デイサービスおとは摂津弐号館,072-654-5558,072-654-5559,566-0063,大阪府摂津市鳥飼銘木町7番11号,株式会社ｍｏｏｎｊｅｌｌｙｃｏｍｐａｎｙ,●,10,,●,10,,,大阪府摂津市,0
2753720073,障がい児通所支援北摂ぴょんぴょん教室,06-6155-6503,06-6155-6503,566-0024,大阪府摂津市正雀本町二丁目21番1号イー・ティー・ワンビル２階,社会福祉法人大阪府肢体不自由者協会,●,10,●,●,10,●,,大阪府摂津市,0
2753720081,おかえりホームきゅら海,072-665-5000,072-665-5111,566-0064,大阪府摂津市鳥飼中二丁目４番36号101,一般社団法人あまみ徳之島ライフサポート,,,,●,10,,,大阪府摂津市,0
2753720099,とことこ,06-6155-4448,06-6155-4551,566-0001,大阪府摂津市千里丘七丁目10番24号アメニティ・ブワ201号・205号,ＮＰＯ法人Ｖｉｅｗぷらす,●,10,,●,10,●,,大阪府摂津市,0
2753720107,学園町学童デイホーム遊育園,072-665-9125,072-665-9126,566-0033,大阪府摂津市学園町一丁目２番33号フェルティ摂津１Ｆ,社会福祉法人桃林会,●,10,,●,10,,,大阪府摂津市,0
